,run,client,samples,r2
312,6,2,5179,0.7091015392342488
313,6,2,7196,0.7141018654168948
314,6,2,10000,0.7141018654168948
315,7,0,10,-0.8661838137646596
316,7,0,11,-1.867398820011959
317,7,0,13,-0.3573712240381619
318,7,0,16,-0.07223156340183068
319,7,0,19,-0.2351101041923882
320,7,0,22,-0.20292854340219058
321,7,0,26,-0.10446650875226626
322,7,0,31,-0.12209639029813468
323,7,0,37,-0.1717150857412435
324,7,0,43,-0.048164672093457206
325,7,0,51,0.0025901450876337773
326,7,0,61,-0.05572373175835987
327,7,0,71,-0.03292472545155811
328,7,0,84,0.0629612214017633
329,7,0,100,0.0629612214017633
330,7,1,31,-0.21370544029500094
331,7,1,40,-0.24679962859729376
332,7,1,51,0.2229888267665331
333,7,1,66,0.31881237167470966
334,7,1,84,0.34526053925908784
335,7,1,108,0.36718467238402863
336,7,1,138,0.43602609405822457
337,7,1,177,0.46424767600100036
338,7,1,227,0.49598263382849683
339,7,1,291,0.5069825893346548
340,7,1,372,0.5058454586648833
341,7,1,477,0.5429834225159904
342,7,1,610,0.5546954130383315
343,7,1,781,0.5771796844659566
344,7,1,1000,0.5771796844659566
345,7,2,100,0.48729948689120406
346,7,2,138,0.500560536639565
347,7,2,193,0.6266790212040226
348,7,2,268,0.6135201867993247
349,7,2,372,0.6599378066341696
350,7,2,517,0.6850208669374365
351,7,2,719,0.6878420553953023
352,7,2,1000,0.6885019001388071
353,7,2,1389,0.7051142187392534
354,7,2,1930,0.7086960123311097
355,7,2,2682,0.7115119450848285
356,7,2,3727,0.7109478616427878
357,7,2,5179,0.7127352197764539
358,7,2,7196,0.7196178436895182
359,7,2,10000,0.7196178436895182
360,8,0,10,-1.3239938736544419
361,8,0,11,-0.45432863878054497
362,8,0,13,-0.3800119358699303
363,8,0,16,-0.18210078944051578
364,8,0,19,-0.18501851390778623
365,8,0,22,-0.10580053637808162
366,8,0,26,-0.07514162500281274
367,8,0,31,-0.09633552650234267
368,8,0,37,-0.03498458441397778
369,8,0,43,0.05821040250918408
370,8,0,51,0.05820028163744617
371,8,0,61,0.08921038308240159
372,8,0,71,0.1581242880924585
373,8,0,84,0.16557130027189848
374,8,0,100,0.16557130027189848
375,8,1,31,-0.8596600322620067
376,8,1,40,0.08697178198928501
377,8,1,51,0.26981528083027717
378,8,1,66,0.3132211449815169
379,8,1,84,0.24824587858798974
380,8,1,108,0.33821165764136996
381,8,1,138,0.39372849365260465
382,8,1,177,0.45718330390906603
383,8,1,227,0.4381156688736282
384,8,1,291,0.5100538676948119
385,8,1,372,0.5513104785130623
386,8,1,477,0.5767266965147613
387,8,1,610,0.6042933812422142
388,8,1,781,0.5982037373470995
389,8,1,1000,0.5982037373470995
390,8,2,100,0.36362480578575995
391,8,2,138,0.594529352915955
392,8,2,193,0.6204663166902928
393,8,2,268,0.6506155287935466
394,8,2,372,0.6514264774858511
395,8,2,517,0.6754748045567277
396,8,2,719,0.6802848530864611
397,8,2,1000,0.6937190804585204
398,8,2,1389,0.7050822961108683
399,8,2,1930,0.7148701612915984
400,8,2,2682,0.7176689483873129
401,8,2,3727,0.720981387582609
402,8,2,5179,0.7271580197224786
403,8,2,7196,0.7297158333673643
404,8,2,10000,0.7297158333673643
405,9,0,10,-1.1767044828305444
406,9,0,11,-0.3816750587745672
407,9,0,13,-0.9571477775206183
408,9,0,16,-1.356141119582833
409,9,0,19,-1.2788854991630485
410,9,0,22,-0.582599641828752
411,9,0,26,-0.422611921643544
412,9,0,31,-0.2587331789117986
413,9,0,37,0.18392748600235576
414,9,0,43,0.20296747498131607
415,9,0,51,0.2313552525838971
416,9,0,61,0.2519061824659944
417,9,0,71,0.24871789675058442
418,9,0,84,0.26817957613775034
419,9,0,100,0.26817957613775034
420,9,1,31,0.24893830797064265
421,9,1,40,0.4551653245552051
422,9,1,51,0.42345969258404126
423,9,1,66,0.5363894967143557
424,9,1,84,0.4988199375902699
425,9,1,108,0.5254438560055068
426,9,1,138,0.5670143046936393
427,9,1,177,0.608947637440941
428,9,1,227,0.6111729371804212
429,9,1,291,0.6302824762747956
430,9,1,372,0.6396783837359343
431,9,1,477,0.673215562037147
432,9,1,610,0.6666904607989848
433,9,1,781,0.6540400961957352
434,9,1,1000,0.6540400961957352
435,9,2,100,0.4770762991542149
436,9,2,138,0.6136665284885261
437,9,2,193,0.6800454285732016
438,9,2,268,0.6994812485936843
439,9,2,372,0.7296479683570231
440,9,2,517,0.7356335909142144
441,9,2,719,0.7388105756431507
442,9,2,1000,0.7531563655066589
443,9,2,1389,0.7567699445845225
444,9,2,1930,0.7713390042667906
445,9,2,2682,0.7725215131920169
446,9,2,3727,0.7776664475298039
447,9,2,5179,0.7788739561937442
448,9,2,7196,0.7871342648095958
449,9,2,10000,0.7871342648095958
